q,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
0.233453,-1.61761,-3.63702,2.93854,7.30322,22.524,25.9672,19.4349,15.2213,24.2828,26.041,19.838,15.8128,15.7641,17.6033,27.6407,23.9105,17.9436,18.5354,14.4612,18.0196,18.0061,33.3062,8.04077,17.9555,20,31.6356,18.7766,-3.0506,6.95309,19.1757,12.1248,20.1421,4.78952,7.95343,17.9958,20.9874,30.5235,19.6982,27.7668,14.4029,36.6623,9.62561,20.5282,19.9794,3.41614,20.322,16.0751,43.6555,15.3413,11.703,19.8401,8.59329,20.1001,20.5663,6.17441,6.55161,27.3549,24.7458,26.3669,21.2351,18.6707,24.8653,10.0172,36.955,14.3031,16.9378,15.3758,-4.00208,38.3529,9.32675,1.48318,8.0661,17.6751,32.1941,9.44278,18.9346,22.8826,7.68115,7.48203,13.6051,27.823,27.1896,20.6299,23.2227,21.4748,11.3592,11.3793,21.9337,1.23669,8.28897,13.7657,15.665,24.561,21.5684,18.7695,3.36624,29.1894,18.4557,-7.4006,27.3927,24.8653,18.7561,29.3061,12.1867,10.8262,11.4244,3.97833,19.2956,28.191,16.6595,25.4805,15.9861,21.0124,-4.01321,18.5244,25.6446,19.2954,28.9114,12.8454,26.7974,7.2865,29.3628,30.0296,25.3692,-4.07269,4.82932,26.7003,20.3639,29.1798,17.858,23.9441,11.0368,25.7332,0.129517,16.5179,15.8585,24.8059,15.0983,5.22305,15.3847,23.2985,22.8676,17.3561,9.61566,26.8633,13.1022,-7.40063,29.528,24.4653,22.4088,28.0955,21.4904,48.9045,20.8865,17.2785,21.1084,25.9752,16.0543,18.8721,18.269,10.017,18.0968,12.4075,12.8132,31.192,14.5903,-0.360992,-8.95303,20.264,17.4392,17.5505,15.7831,-0.302704,12.8782,14.5894,27.9186,26.0347,18.4637,26.1896,11.859,11.6456,19.7175,-9.31839,15.6646,26.1898,-0.118683,15.9299,21.1534,27.9769,29.305,31.803,13.6067,32.8006,16.0393,27.4843,3.194,28.4831,9.74179,4.2959,18.5353,26.9752,14.3375,10.0818,17.6034,35.4555,6.30447,9.85953,11.7743,27.4287,21.3134,19.518,10.0408,17.8823,15.0981,24.2596,17.5402,29.3064,27.5291,12.5548,18.1913,29.6917,15.414,31.1379,27.6341,50.4028,26.4583,28.3058,14.3349,18.4128,17.2785,16.4937,17.8083,16.1447,22.7778,33.2375,16.8492,37.3577,28.4136,24.2431,28.084,21.4744,34.468,41.8669,25.4365,2.35876,18.8097,10.0678,17.8827,30.1357,18.3527
0.233829,-7.7467,10.7755,14.0032,14.4997,7.91367,25.2465,12.6495,11.7563,14.8878,13.9613,26.9169,22.8166,14.7561,22.6404,11.0863,11.2089,30.1219,25.4116,11.6651,10.0845,19.919,32.4112,7.41949,15.2058,3.76456,11.6778,21.1394,5.62543,23.534,12.6234,22.4551,9.32443,17.3787,27.4855,18.3379,23.3669,19.3476,20.9511,11.744,22.1117,23.5683,26.1776,28.0769,9.23184,16.6375,11.0865,13.9615,33.864,14.5686,14.9139,24.6639,31.6835,21.804,7.56427,12.7081,17.7519,10.7559,5.90027,8.02747,23.3927,23.2651,18.7787,10.532,16.8916,9.47931,18.3961,11.7043,-0.676422,41.7445,24.1425,4.17261,25.6193,17.1207,12.0361,16.2247,13.7052,32.2397,10.8632,11.9946,21.1073,4.47797,21.1112,13.8274,16.702,20.7273,17.4651,14.815,26.7742,6.38065,14.8472,13.868,9.97021,14.174,12.5952,22.92,23.4474,5.67676,31.6165,17.306,27.343,34.4227,16.0007,27.0575,22.9586,8.01007,26.6709,29.4524,20.9922,27.2614,3.31604,19.6327,31.7409,3.00845,4.65002,26.9274,29.1718,4.19968,17.9173,5.12637,27.6486,0.169342,8.7905,6.25528,9.90756,21.8036,27.3514,34.2565,21.3983,9.79773,18.8744,27.2343,21.1745,19.3975,34.921,10.6168,19.9927,20.9514,13.4151,27.7859,21.3003,33.7547,11.4035,23.2606,12.1414,28.3888,17.8777,18.1979,15.2342,1.80411,32.1873,14.9501,20.9716,30.3891,12.3345,24.5425,33.5264,32.8586,25.348,27.4949,25.3211,14.7842,18.2135,24.516,17.8208,16.4792,14.914,23.7956,8.34253,17.9249,10.8635,18.7865,19.4605,17.115,30.8468,3.10681,10.7057,38.5008,16.7985,10.9166,16.8612,5.4881,18.5003,27.6228,10.6399,10.9168,8.34247,14.238,15.2688,30.4033,7.82791,12.5084,5.91531,19.6092,8.36438,10.9722,23.1245,6.20801,17.1776,8.13608,25.3485,23.3672,24.0649,27.3748,21.0767,18.7399,24.9139,15.2953,3.17508,29.4058,21.0136,33.083,25.0195,35.6472,16.3203,25.9911,14.7561,26.6109,26.3773,22.9687,16.0956,21.3981,35.8749,21.9704,34.9802,29.5692,41.4314,36.5399,35.1411,-4.62183,31.2378,35.3735,30.6313,12.2307,20.4577,36.8135,11.5884,26.6453,20.3206,8.07007,24.9295,5.52322,7.84634,18.1004,30.743,6.62073,18.4914,0.793915,19.3479,6.86484,9.12436
0.234204,-2.1037,7.18369,6.56296,9.80798,0.702728,19.423,12.7188,16.6202,16.4269,16.1448,16.2867,9.08826,13.4956,34.4646,20.0632,-0.572021,19.6726,18.3065,22.9526,17.6487,13.3216,29.5498,12.6012,11.2971,20.8258,27.3443,18.0749,15.1407,38.1386,12.7069,19.6298,9.05603,17.9909,13.2092,18.5211,15.2436,21.2106,26.0636,-0.499786,28.399,11.1652,29.1719,26.653,22.7357,14.4988,-0.363251,7.89377,19.5117,3.53625,19.3984,24.3961,18.2489,10.1946,24.006,4.0029,11.3319,17.8788,14.7288,9.80798,20.5038,12.4049,23.144,45.4839,14.5551,26.2256,11.9615,26.1967,13.249,27.9021,20.3873,10.4576,14.6921,0.240967,24.9466,22.3457,19.7687,7.16086,-6.33051,4.98788,18.3331,8.25543,15.8784,22.6452,33.1697,17.0998,24.787,28.2657,19.443,10.8731,31.3013,3.92029,15.2437,35.2229,23.4499,19.3745,26.8192,2.77219,20.8058,19.1246,18.4938,16.0228,21.46,13.7805,6.6629,18.0496,14.7696,10.0372,24.7166,14.1297,21.0562,8.43127,13.0362,29.7136,14.3678,25.7657,11.3419,13.8995,24.7799,22.8842,11.0628,14.59,19.7687,4.60156,16.5539,16.3911,29.2385,27.3464,10.8945,22.8866,14.9587,11.4771,0.322083,18.6828,27.3753,25.0837,25.9956,25.1438,24.5227,24.6252,16.0947,31.8513,18.3196,19.3554,28.4942,39.9138,12.1637,11.5607,33.042,19.4892,9.29657,19.9256,4.07275,22.6026,23.411,22.6548,22.4941,51.1707,19.5122,25.4417,14.0283,3.61618,19.5365,34.7892,12.5032,15.0713,23.9951,15.6484,32.1068,33.3138,29.014,19.2125,13.5931,17.9974,27.2793,26.297,25.6368,34.9239,20.6393,23.1057,16.5682,26.6882,26.9834,16.9041,23.5059,38.2956,13.8216,19.6054,35.8424,19.7422,14.6442,36.0364,23.9079,21.2367,11.0905,31.8569,20.2472,24.6631,4.07281,21.1764,17.1133,25.342,44.4501,30.8242,13.1096,22.8842,16.1083,-5.73566,17.4304,13.6969,20.8467,21.7248,24.3357,25.5714,3.61765,3.9249,18.3198,6.90146,8.90125,10.3198,13.0797,24.9142,44.8503,17.0132,18.8677,21.6459,11.3768,18.9156,22.6037,29.109,9.1199,10.354,29.8586,23.3055,5.46478,21.7815,20.5741,27.5404,12.7486,-2.13461,-2.88791,10.4347,20.6393,38.0395,24.4642,16.3907,12.7333,13.6083,25.3422,11.8138,24.0061
0.234579,-3.23126,13.5233,17.6695,21.2345,11.3783,15.7302,12.17,30.387,11.5446,20.6774,28.6328,12.9581,28.1166,21.7993,18.7946,10.2909,-7.14304,13.9992,33.8383,38.5697,12.5649,11.2226,7.49802,4.17331,15.4949,16.9969,31.632,14.9261,29.3734,23.5126,27.8173,18.3299,8.7619,21.899,27.3731,14.0626,7.43839,31.1237,16.7256,30.2024,17.205,6.74506,14.5498,2.27588,11.8523,16.1919,36.7435,29.8201,20.8892,30.1754,24.6943,20.6991,32.9899,3.7507,28.3047,15.4796,30.2701,10.1931,23.5994,22.0597,29.347,19.3546,11.2998,16.9017,18.9632,13.9879,21.1372,12.7213,26.3849,22.9068,13.8989,26.2785,15.4133,9.08749,13.0403,32.2139,36.1297,29.6774,17.2045,29.5582,21.0389,28.4441,8.13837,29.2557,11.2224,18.4745,0.848969,1.84314,0.358337,14.3887,5.72012,5.54541,26.7541,10.9916,21.8701,3.35983,13.7486,44.9783,15.7158,28.5327,24.5645,16.4971,23.9107,12.5656,16.7393,21.6224,12.9579,15.0188,21.4243,26.4229,5.3905,13.4346,26.0945,22.8644,16.1189,21.6335,3.15625,20.3106,25.7279,13.2772,11.9344,24.4029,14.4476,7.36017,18.7944,-0.718475,7.83371,14.7762,9.70358,-2.13217,40.4193,17.8561,-3.12247,24.2214,9.57288,27.259,10.7486,24.3277,32.4908,13.5146,23.7969,24.5648,10.3709,16.3551,19.5919,28.1448,8.62827,14.9285,29.0844,43.0141,31.187,12.4849,32.5306,28.1656,27.1466,22.0198,15.566,4.64871,14.3817,27.2431,18.4133,22.4738,19.6369,24.4901,11.5439,17.6194,21.8074,6.51691,32.3902,10.987,14.7818,7.45944,22.1067,30.9583,14.85,14.6132,15.1716,26.713,26.881,37.688,19.4963,25.8752,25.7132,21.6337,15.2559,23.0096,11.1385,13.278,16.3467,26.4591,16.4448,15.9465,14.7762,15.2388,20.8275,18.726,20.506,20.0522,28.9169,27.1097,12.8796,26.5693,21.0964,11.1475,23.1265,27.9699,18.015,10.4415,20.9901,27.4061,4.10529,14.7633,23.5263,20.0653,26.7698,18.6443,14.2198,0.64679,30.1075,15.1625,19.0409,27.7331,26.7698,17.3038,20.4412,16.92,2.46994,27.3456,19.8832,3.97162,32.4508,30.8108,10.7489,19.858,13.7459,16.4421,15.805,36.1337,29.3217,11.6968,24.9635,22.9189,19.1751,16.2671,32.9897,14.3025,27.7436,15.9555,19.5144,10.127
0.234954,-0.302032,8.20944,19.3952,-1.21713,9.37558,26.8011,20.2023,15.7621,24.6693,23.4539,29.7085,13.4719,20.9954,34.6305,13.892,35.2437,-4.48749,12.9308,11.0078,17.966,22.2151,13.2083,9.76981,25.7144,27.9979,16.8071,12.6225,23.1295,19.8998,2.68298,18.1465,10.8585,30.9818,16.7237,26.8243,4.5441,23.7077,24.6667,17.898,18.3643,23.9702,7.81656,41.9379,23.1775,25.7652,33.5234,14.1188,19.8562,15.7297,28.411,21.3539,22.0921,0.337219,8.13,24.4576,9.21768,17.9661,3.99045,-0.282806,11.0208,18.0121,15.381,18.2003,14.5931,16.868,28.3174,12.478,21.208,21.3901,3.91907,4.87567,31.3845,1.87646,2.66241,2.81445,10.3133,34.5415,23.0067,19.5442,34.172,15.4129,18.5069,16.9581,22.8267,21.1559,13.1089,13.0539,8.12689,11.0848,38.9013,7.04062,22.0717,39.8409,24.1314,18.3326,6.3407,8.90729,29.1606,13.4184,31.2796,4.62064,15.3509,29.6872,29.8604,20.7273,22.0541,4.62271,24.6917,31.7226,7.81534,19.1058,19.8253,40.7975,16.516,23.424,23.7079,0.0843811,22.8851,30.3186,17.5858,15.0832,8.20901,7.50714,13.1189,11.7889,1.14069,27.382,27.0072,32.2212,14.7608,24.2953,2.43344,22.0595,15.5192,18.3199,10.078,23.4963,3.91898,20.8868,4.23404,36.644,32.2236,14.1684,15.6912,9.53317,8.20633,20.4203,25.2506,26.6328,20.9423,8.20547,0.184265,29.808,10.774,28.9171,5.87085,33.8611,18.6834,16.317,11.95,-4.05286,10.2437,27.9976,26.0711,17.9278,29.3477,26.4678,18.0571,10.1654,29.0829,33.6301,8.28204,23.7078,17.7203,12.3292,11.8642,18.7307,5.31668,15.7864,22.7214,14.119,22.7641,4.39764,16.4628,22.817,24.1085,18.7726,8.67657,14.2765,24.5043,13.6824,37.1826,11.3268,12.0121,6.80728,21.7848,20.709,18.4049,28.3591,18.6127,16.2295,26.9641,16.3998,22.7057,9.29471,20.6142,20.3801,7.73987,5.56393,12.5742,2.42801,30.8578,24.4087,11.1705,25.5114,14.4453,6.33749,13.9777,22.0082,37.353,13.6671,2.8197,18.4969,18.7411,12.9521,19.3144,19.0338,11.1577,8.43939,19.1059,-6.75537,25.0634,15.3053,19.4047,23.5957,22.1141,14.218,16.255,35.2998,34.4583,23.2627,23.3537,7.73984,35.4239,16.2293,0.327179,15.2746,19.2676,12.2628,5.09747
0.235329,5.88669,5.88733,9.43323,1.13611,21.9537,25.2196,21.0626,15.2039,14.341,6.68454,15.7441,26.0144,18.9445,-2.70706,18.1334,12.5808,26.7565,0.731628,19.5208,44.1378,2.20456,4.1673,18.9292,26.1762,12.9628,27.75,29.0103,24.3989,5.84103,30.819,28.4546,23.015,38.6273,-1.70789,9.53076,25.9449,3.73056,23.5039,37.4369,0.250458,10.691,20.827,14.8988,15.7249,27.334,18.8658,11.8038,25.2995,7.9454,37.6826,22.7739,15.1927,32.5361,-3.70285,24.4854,23.7488,28.9677,15.5951,16.7526,20.9734,19.2768,14.0576,8.65976,14.4718,20.9753,18.7854,-2.54367,12.6044,13.9705,30.4285,29.1686,22.8499,19.7493,18.8549,36.6477,3.88715,19.2474,8.61285,11.9075,24.7314,15.8944,25.3777,24.4853,16.2782,16.1704,27.813,10.3536,18.7046,26.6746,11.0727,10.2723,19.8422,34.1365,10.1152,18.3776,28.0519,13.394,16.7798,23.993,-10.7636,22.8539,15.3144,21.9597,19.0468,27.9743,9.85373,15.5325,15.4278,15.1829,28.4059,19.4362,15.279,25.6271,23.8313,9.23621,3.97479,25.4643,19.6699,36.7606,23.9126,12.7352,23.1816,0.59259,20.7391,10.3216,24.8043,9.50449,18.1263,20.2229,26.1112,15.8742,11.037,24.1573,22.7742,12.2916,11.4373,13.726,15.0348,15.4604,20.7393,8.32886,16.7451,5.38766,15.8546,24.3203,8.81085,4.49045,16.5941,30.4361,15.1832,17.3441,16.0201,25.3836,15.1306,33.8325,31.4716,14.7905,28.24,12.8358,7.30646,10.8617,27.2664,19.5329,17.1485,12.8668,33.5271,31.7364,5.27127,10.4935,18.6215,12.9627,19.3715,0.55719,22.6097,13.1104,4.55219,16.3431,32.8828,16.6519,18.5296,14.4856,17.0451,8.23703,26.1891,25.954,18.399,25.629,23.67,-2.1857,8.19336,31.3474,26.4255,11.7701,15.2277,24.6422,23.6656,12.1508,21.3884,26.78,26.5077,14.4716,41.3008,25.1332,37.5913,30.9046,14.1276,18.2852,19.2839,0.195892,7.46042,1.22971,38.0909,19.5977,21.1437,16.5873,22.3654,40.2517,21.8766,11.0553,13.682,16.415,40.0516,8.77185,35.1602,19.1176,14.9236,14.2276,27.7244,18.5533,12.1165,10.4814,27.887,22.5266,33.1551,19.0401,19.5894,13.3087,11.5112,12.0852,25.2126,23.9928,2.78748,21.9629,21.6389,9.58911,23.7487,12.7931,22.2832,11.7704,30.4109
0.235704,2.57925,20.2066,16.0735,21.9169,26.9052,8.04138,12.0174,11.7719,10.4355,-1.44055,9.08899,11.4552,22.65,14.8781,29.4415,26.2546,13.8222,17.2394,-0.310822,24.8565,16.608,8.53372,14.5082,32.3563,35.6144,8.84259,18.603,7.56299,18.5612,20.1259,18.5082,22.3193,9.15524,15.4243,39.0647,31.6504,0.483002,20.8446,25.3577,28.4678,18.5084,21.6028,23.7769,4.25668,16.3329,17.4164,29.9294,22.6368,33.3406,11.9976,24.5377,26.9887,13.7352,22.6621,33.1437,12.0388,22.3966,21.4961,18.9735,9.42657,12.93,29.5282,17.7231,3.18219,20.0208,15.8604,19.8896,13.8221,29.4464,11.5961,10.4794,23.1261,18.7824,18.3778,6.96463,22.9808,29.3779,28.7053,13.1264,19.3285,4.68436,36.2483,28.7141,13.3533,26.2514,11.4586,4.40878,43.9945,7.87216,20.6594,6.09363,27.2328,29.0461,2.75778,18.6435,18.5814,22.9715,26.9069,20.1263,29.1321,29.2825,29.0274,16.6078,8.07831,9.67877,19.1459,4.00992,13.948,15.4244,27.9748,12.5955,8.64841,20.2599,17.0405,25.4301,22.57,27.9756,38.1393,20.4453,13.366,28.4678,18.07,28.1255,25.436,9.56317,10.9249,35.2574,10.2768,7.37512,19.2833,21.275,18.8786,20.9898,21.3519,7.8725,18.2998,20.1074,22.1589,16.205,13.1595,16.1627,15.2807,8.03979,34.5209,19.211,32.0489,13.7542,23.7186,26.5784,17.1474,41.5767,5.9725,30.1125,9.25195,34.9184,16.1174,27.3174,21.4053,33.4583,18.0703,13.2952,29.0461,11.5016,24.0395,15.3131,23.5478,12.399,12.0775,25.5091,11.2812,21.8139,3.03452,26.0059,17.2456,19.7225,20.2,8.49451,19.9369,16.655,32.3144,28.2142,21.2363,31.236,29.9324,36.5892,12.3218,19.7572,27.8917,22.9827,11.3504,6.28833,16.4631,26.2512,19.6449,23.7237,16.5788,11.1693,16.0299,8.79459,23.4009,4.16388,21.7371,13.6284,13.8961,37.3713,23.4631,10.9237,24.9478,8.20901,5.94632,26.499,12.3219,25.0243,24.3695,17.8246,21.422,15.3817,13.8066,8.0535,17.602,20.3534,37.4777,7.51215,29.1182,31.1547,27.2355,17.6618,15.3281,21.0301,23.8797,41.6415,8.87622,3.64127,23.6194,24.213,18.8698,30.7602,4.10373,21.4127,27.4783,17.1583,21.6585,18.0917,34.9105,21.5886,22.3194,8.38663,23.0607,26.9885,35.1555
0.23608,0.83432,-7.93958,15.4644,23.404,6.09103,31.4993,23.0708,12.1679,23.6752,27.0423,25.3616,10.8864,28.3562,34.6396,28.0266,16.4624,15.2306,15.8954,4.67566,10.2197,11.1126,11.3722,20.1388,15.7231,10.5958,18.6466,10.7019,24.2442,24.7228,17.6393,9.84329,19.3377,18.7181,17.0872,22.7883,19.3538,11.1767,26.0377,18.9972,13.8572,20.2173,14.4443,48.9638,22.8572,5.84268,22.3275,11.2053,7.45474,8.05109,31.2487,33.229,25.7896,19.6016,13.7718,11.372,26.7952,36.0498,19.4965,18.698,25.6973,17.5496,10.4986,13.9453,9.69009,14.2832,16.542,12.2205,27.8622,22.3157,17.443,20.0003,20.3741,3.32355,16.8389,31.9121,12.0794,17.2065,2.50388,17.747,23.0139,-2.6116,30.1713,14.6025,36.7747,27.2785,6.16147,31.5796,11.5153,43.869,20.374,32.4025,23.0706,41.7931,5.30112,22.8228,27.2109,19.4965,16.9354,19.866,13.1911,30.5884,9.84323,31.413,5.98428,19.2133,25.5576,23.8992,17.5844,28.7659,32.7413,23.8992,38.0291,25.1999,16.2653,8.57349,22.3275,24.5418,17.1742,11.5152,23.2111,15.3479,35.6313,7.74396,14.5586,14.1503,32.8144,12.5753,25.2931,19.6814,6.09091,-1.46747,15.1195,24.9418,18.629,30.7542,17.5106,23.5564,19.6756,8.48346,11.5838,38.2084,21.4115,3.74316,17.0378,19.9236,22.2664,23.8257,25.4715,7.98495,21.0628,20.3034,15.9736,24.6933,7.64679,12.506,15.8163,5.28986,24.6155,24.884,12.8233,36.7949,22.6156,2.52792,7.42743,12.2878,9.41177,32.9021,12.9865,11.0659,16.1328,38.4644,11.7527,12.9113,26.8682,19.9553,13.7446,21.9962,22.6382,18.3297,15.5245,31.7439,10.2542,11.7931,18.3628,20.0691,17.1815,26.9335,9.60056,4.67566,22.8997,14.8259,32.7305,20.0825,36.6845,10.8937,34.6398,20.4644,10.5248,49.789,28.3682,36.4515,37.6295,30.1714,0.179596,14.735,0.629395,40.1014,18.8052,23.9128,-0.663025,24.0446,27.5459,25.5488,19.4275,17.7815,18.1876,13.5881,14.9627,31.8317,25.4803,18.0974,15.5245,22.9878,25.7029,19.124,23.7837,25.0533,29.8501,16.5802,30.3388,26.7065,33.7192,22.5638,19.6269,28.6942,17.8327,27.8536,31.4993,13.9452,17.1236,35.2187,25.6185,17.3219,22.1815,34.2213,32.9857,23.3405,-4.68195,35.4667,37.5168
0.236455,18.4681,-17.8627,13.3425,18.1888,10.9641,18.2759,25.3251,26.8754,28.0534,19.9362,36.2272,14.2325,7.55072,14.6347,40.3102,19.2709,19.9966,33.9046,9.51218,16.0421,23.193,26.3075,14.1855,-8.2222,33.024,26.1138,8.37613,21.1626,16.9609,2.13348,7.70847,24.5213,23.8465,26.8256,21.6088,18.091,10.3403,14.6897,24.7326,26.3075,24.1903,18.4248,23.8822,15.8888,26.2354,11.8904,3.42361,2.5159,21.5494,22.9688,12.4539,23.7449,12.9238,10.7513,16.2032,9.09988,2.31729,17.6938,16.8977,3.91925,33.0016,5.22314,22.5158,23.2582,26.4944,13.8592,11.4683,25.678,25.0386,7.03339,7.55496,14.922,9.10297,29.4164,24.9144,13.0839,16.5396,15.7657,9.25369,12.175,26.8843,15.882,37.1888,18.23,3.82315,13.6423,31.041,24.645,20.1941,22.193,30.442,16.5407,19.5962,26.6697,17.5743,6.98492,17.1762,28.4705,9.35794,18.3195,4.70624,31.9166,33.7759,13.9886,11.7828,24.8383,7.08444,17.2395,23.4576,29.6511,12.5077,34.4453,35.2823,5.64783,11.4816,40.8265,24.235,18.1137,17.9307,9.88113,0.917297,1.71045,27.3983,11.7913,19.1245,15.9494,16.9611,12.1027,18.5797,1.90463,35.0822,10.2915,12.9449,19.9362,10.6478,24.6825,21.6752,19.7049,12.4539,11.533,11.7987,17.8948,3.95932,3.51984,14.5329,11.1092,20.4521,9.25406,6.97842,28.6394,15.7908,13.5406,20.7319,28.0972,22.3208,7.96341,8.58499,33.1156,22.5496,31.9534,7.23752,19.0769,28.6613,23.2274,32.1561,12.6198,15.6231,23.6078,12.2225,21.4496,28.8726,7.9126,30.7509,24.877,37.5719,31.6177,7.39703,13.1936,17.7578,15.3642,4.71384,13.2044,-0.338104,10.8568,12.0579,-5.46695,33.1907,38.1569,11.5771,16.3431,9.93381,18.1672,35.6464,27.7004,12.9136,36.3303,30.1138,9.66696,19.3001,11.5713,13.4406,22.8409,15.3643,30.9192,23.0955,19.7646,11.9994,5.69595,23.13,18.4119,38.7434,10.2282,16.0244,20.7394,26.7836,14.7914,21.6441,16.6017,23.2006,17.8114,34.87,23.1295,20.5798,18.9881,14.2601,19.7924,8.78995,26.7659,41.011,28.5188,26.0082,39.0369,10.8087,24.0108,24.7712,28.1211,17.5957,26.5664,20.1855,34.3679,29.9542,14.2296,17.0381,28.8036,37.9847,19.088,8.3764,8.53174,17.0179,27.2563
0.23683,13.972,-2.51544,-4.98492,-9.46851,32.3401,35.2303,13.8519,-10.8486,15.0396,14.3983,38.3748,9.53976,25.6385,34.6486,19.4542,11.7198,2.23972,1.14502,7.17703,24.34,21.4242,11.9928,26.8729,25.6485,37.7777,31.4736,12.6349,29.5816,19.872,24.3158,5.64761,16.8752,35.3882,7.90698,28.8277,9.77759,26.3296,18.6602,34.0836,32.1658,21.1313,17.7348,25.9741,23.0912,32.5953,20.7274,2.19214,20.9945,13.201,10.5001,29.9106,15.8555,27.3481,12.7171,22.2071,12.3642,0.348083,20.0944,11.6573,23.6446,26.0035,19.0114,29.9549,21.2366,22.6456,3.05734,16.9731,14.7119,4.89011,6.77704,31.5625,11.243,8.82721,19.6534,-8.80054,24.9673,27.1847,6.21249,13.2626,24.6919,-3.58035,23.411,18.8872,16.5299,19.9352,-0.201172,16.394,17.2573,11.6015,31.7186,38.7278,8.24985,23.5284,19.5124,15.1252,5.19098,14.2268,37.4257,10.3294,21.777,6.01236,16.0547,17.0989,23.761,25.9346,26.3505,13.9482,14.291,28.3357,10.9285,14.9663,8.30621,16.2358,5.39371,-2.10065,12.5789,8.41776,13.6202,31.7652,27.7323,15.5678,27.2604,12.8885,21.4006,23.7833,27.731,23.9483,19.1702,6.38498,35.4014,3.9205,7.69531,19.7832,25.3333,10.5839,16.5229,20.4454,30.4814,14.3981,18.3436,11.9927,16.4626,25.4872,3.05734,21.3056,28.057,43.1337,10.4845,17.1936,12.5033,24.7759,14.7118,25.1555,12.7741,22.3477,22.4417,19.7759,23.2947,6.52182,8.15247,19.7461,31.2068,20.2092,23.2504,18.5634,38.5504,22.3906,20.8087,25.739,12.0695,14.7639,14.9763,18.1808,15.1882,25.4263,19.5477,18.8529,28.6788,18.3765,10.9102,7.02344,16.4572,22.1219,33.4598,8.92859,10.1577,30.2718,39.9987,24.2227,34.0497,27.805,27.6386,4.8902,26.8767,3.66663,13.7166,30.2691,6.31213,27.6057,39.9148,27.3483,17.7691,17.7985,8.40735,24.6385,16.7781,21.6254,25.5159,24.6637,15.6982,20.9303,3.31055,18.6903,28.187,17.0696,22.3249,4.12408,-1.12442,48.3661,11.5425,-0.719788,31.3197,23.9483,32.5952,23.2989,31.1292,29.3852,25.7004,13.321,10.8938,24.9674,31.7021,15.3452,15.85,18.6567,16.0785,23.5742,14.291,24.34,11.5601,29.3703,22.0428,38.7277,15.2591,4.17569,27.0753,13.6717,25.8205,25.8004,2.04153
